#,"¿Estas de acuerdo en participar en nuestro estudio? 
",¿Cuál es tu rango de edad?,¿Con qué género te identificas? ,¿Cuál es tu situación laboral?,Other,¿A qué sector pertenece tu empresa?,¿A qué nivel de responsabilidad corresponde tu puesto de trabajo? ,¿Cuál es tu cargo actual?,¿Cuál es el género predominante en tu entorno laboral? ,¿Cómo de feliz te sientes en tu trabajo?,¿Cómo calificarías tu rendimiento actual en el trabajo?,"¿Crees que alguna vez has sufrido problemas de salud mental (depresión, ansiedad, _burnout\*_) debido a causas profesionales?","¿Has sido diagnosticado/a alguna vez con problemas de salud mental (depresión, ansiedad, _burnout\*_) debido a causas profesionales?","¿Has tenido que coger una baja laboral por problemas de salud mental (depresión, ansiedad, _burnout\*_) debido a causas profesionales?",¿Has experimentado burnout\* *en tu cargo actual*? ,No aplica,Estilo de dirección inadecuado,Cultura organizacional tóxica,Estructura de la organización muy jerarquizada y rígida,Exceso de trabajo y/o responsabilidad,Carga emocional excesiva (tratando con personas),Nuevas metodologías de trabajo a consecuencia de COVID-19,Inestabilidad laboral,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,"Falta de refuerzo positivo, recompensa o desarrollo profesional",Relaciones personales difíciles y/o conflictivas,Poca autonomía y flexibilidad,Ninguno,Atención psicológica,"Aplicaciones móviles (e.g. Headspace, Calm)",Apoyo social,Deporte,Meditación,Other,¿Te gustaría recibir apoyo psicológico o _coaching_ en tu empresa?,Response Type,Start Date (UTC),Submit Date (UTC),Network ID,Tags
6n7bc1fma459jjq6n75whjd9xyd0bpvu,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad baja,Lingüista computacional junior,Mayoría hombres,5,4,Sí,No,Nunca,Sí,,Estilo de dirección inadecuado,,,,,,,,,"Falta de refuerzo positivo, recompensa o desarrollo profesional",Relaciones personales difíciles y/o conflictivas,Poca autonomía y flexibilidad,,Atención psicológica,,Apoyo social,Deporte,,,Sí,completed,2023-09-11 15:20:41,2023-09-11 15:34:21,41b865ff92,
1m5ytwi1pzcgdfymhkt1m5ytwiq6rfai,DOY MI CONSENTIMIENTO para participar en este estudio,Más de 60 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Función publica y Gobierno,Responsabilidad alta,Jefe,Mayoría mujeres,4,5,Sí,Sí,Más de una vez,Sí,,Estilo de dirección inadecuado,,,,,,,,,,,,Ninguno,,,,,,,Sí,completed,2023-08-21 15:43:26,2023-08-21 15:47:41,19ef5f6f39,
3l238agr9c484akpn71h3l238agn5d1a,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Femenino,Soy autónomo/a,,Tecnologías de la información y las comunicaciones,Responsabilidad baja,Desarrollador,Mayoría hombres,3,2,No,No,Nunca,No,No aplica,,,,,,,,,,,,,,,"Aplicaciones móviles (e.g. Headspace, Calm)",,,Meditación,,No,completed,2023-08-05 05:14:57,2023-08-05 05:17:02,a94ea415fa,
byezckmc7nds3w5xtbyezntkar65h1lu,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 51 y 60 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Team lead,Mayoría hombres,3,3,Sí,No,Nunca,No,,Estilo de dirección inadecuado,,,Exceso de trabajo y/o responsabilidad,,,,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,,,,Ninguno,,,,,,,Me es indiferente,completed,2023-06-16 10:04:42,2023-06-16 10:08:44,a8304fe196,
0lshft6b3tdmol16y0lshft67toraljm,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Función publica y Gobierno,Responsabilidad media,Psicologa (tecnica),Mayoría mujeres,4,3,No,No,Nunca,No,No aplica,,,,,,,,,,,,,,,,Apoyo social,Deporte,,,No,completed,2023-06-07 06:27:50,2023-06-07 06:29:37,29a7e0570f,
rh0a2dart20eq9rh0adi2at73th8hskm,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Medicina-Salud,Responsabilidad media,Enfermera asistencial,Mayoría mujeres,3,3,Sí,Sí,Una vez en mi vida laboral,Sí,,Estilo de dirección inadecuado,,,Exceso de trabajo y/o responsabilidad,,,,,,"Falta de refuerzo positivo, recompensa o desarrollo profesional",,,,,,,Deporte,,,Sí,completed,2023-05-24 07:08:38,2023-05-24 07:11:35,db39027638,
juxk7uo7s94zeystadbwcljuxk7gndou,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Otro sector,Responsabilidad media,Software developer,La distribución de género está balanceada,4,4,Sí,Sí,Una vez en mi vida laboral,No,,Estilo de dirección inadecuado,,,,,,,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,,,,,,,Apoyo social,,,,Sí,completed,2023-05-21 14:31:57,2023-05-21 14:33:58,e35c9609ab,
g30fz90sk1lauu0lhbg30fzhld84w8uk,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Masculino,Actualmente no trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2023-05-12 12:24:58,2023-05-12 12:26:03,5ea2457f1e,
3gptkuk49zmvsh64ch3gptpjevx1z9tp,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Función publica y Gobierno,Responsabilidad baja,Administrativo,Mayoría mujeres,5,5,Sí,No,Nunca,No,,,Cultura organizacional tóxica,,Exceso de trabajo y/o responsabilidad,,,,Falta de recursos y/o apoyo,,"Falta de refuerzo positivo, recompensa o desarrollo profesional",Relaciones personales difíciles y/o conflictivas,,,,,,Deporte,Meditación,,Sí,completed,2023-03-16 12:49:33,2023-03-16 12:53:06,cf2a865ee5,
c5681aa08v469xc56mp9lcvrss5omemo,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Actividades Financieras,Responsabilidad baja,Suscriptor júnior,Mayoría hombres,3,4,Sí,No,Nunca,Sí,,Estilo de dirección inadecuado,,,Exceso de trabajo y/o responsabilidad,,,,,Falta de coordinación y comunicación en la organización,,Relaciones personales difíciles y/o conflictivas,,,,,,,Meditación,Alcol,Me es indiferente,completed,2023-03-10 17:23:00,2023-03-10 17:30:31,df40627d46,
gt0but4in4yofgt0blksaijzkkb6dm7l,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Responsable de línea de negocio,La distribución de género está balanceada,3,3,Sí,Sí,Más de una vez,Sí,,Estilo de dirección inadecuado,,,Exceso de trabajo y/o responsabilidad,,,,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,,,,Ninguno,,,,,,,Sí,completed,2023-02-16 12:26:26,2023-02-16 12:45:58,4931e3a70f,
5liq91m398f1jw5liq0zr4be8d7guffc,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Backend developer,La distribución de género está balanceada,3,3,Sí,No,Nunca,Sí,,,,Estructura de la organización muy jerarquizada y rígida,,,,Inestabilidad laboral,,,"Falta de refuerzo positivo, recompensa o desarrollo profesional",,,Ninguno,,,,,,,Sí,completed,2023-01-13 22:12:21,2023-01-13 22:15:04,2fa8c692cc,
ci49lvgsewy0c1msuceci49lozlogi00,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Desarrollador de software,Mayoría hombres,4,4,No,No,Nunca,No,No aplica,,,,,,,,,,,,,Ninguno,,,,,,,No,completed,2022-12-22 17:57:36,2022-12-22 17:59:24,d456861499,
d79if2pmlw6e2p8ruwkcd79if2pfeywp,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Educación,Responsabilidad media,Orientadora educativa,La distribución de género está balanceada,5,4,Sí,No,Nunca,No,No aplica,,,,,,,,,,,,,,Atención psicológica,,Apoyo social,Deporte,,,Sí,completed,2022-12-13 09:38:32,2022-12-13 09:40:34,a03b1e9801,
suttpdkzj16vvsf67suttpbay5mm35fp,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Masculino,Trabajo por cuenta ajena a tiempo parcial,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Project Manager,Mayoría hombres,2,3,Sí,Sí,Nunca,Sí,,Estilo de dirección inadecuado,,,Exceso de trabajo y/o responsabilidad,Carga emocional excesiva (tratando con personas),,,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,"Falta de refuerzo positivo, recompensa o desarrollo profesional",,,,Atención psicológica,,Apoyo social,Deporte,,,Me es indiferente,completed,2022-12-11 17:58:05,2022-12-11 18:00:31,5d89faccda,
epf8wbrooq10q8loo73jnepf8wbzqh2g,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Desarrollador de software,Mayoría hombres,5,5,Sí,No,Nunca,No,,Estilo de dirección inadecuado,Cultura organizacional tóxica,Estructura de la organización muy jerarquizada y rígida,Exceso de trabajo y/o responsabilidad,,,,,,,,,,,,,,,Cambie de trabajo,Me es indiferente,completed,2022-12-05 14:38:00,2022-12-05 14:40:51,83bb1a620b,
dn1jhd6vb5k8t9rdn4pgwonrrxomkl0q,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Otro sector,Responsabilidad alta,Jefe de cocina,La distribución de género está balanceada,3,5,Sí,No,Nunca,Sí,,Estilo de dirección inadecuado,Cultura organizacional tóxica,,,Carga emocional excesiva (tratando con personas),,Inestabilidad laboral,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,,Relaciones personales difíciles y/o conflictivas,,Ninguno,,,,,,,Sí,completed,2022-12-05 09:16:40,2022-12-05 09:19:04,afaa447224,
rl0sb03xr72zx3astlo3gvrl0sb03wbh,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad baja,Desarrollo frontend,Mayoría hombres,4,3,Sí,No,Nunca,No,No aplica,,,,,,,,,,,,,,Atención psicológica,,Apoyo social,Deporte,,,Sí,completed,2022-11-15 19:55:10,2022-11-15 19:57:45,121e906bb7,
7isnr0zsllc5vufomkh7isnrjad7due5,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,En búsqueda activa de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2022-11-12 20:43:53,2022-11-12 20:44:55,f84c3bf536,
uv7pju8cdxwdm7iaa1plvuv7pj0bqyqj,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Otro sector,Responsabilidad media,Digital Manager,Mayoría mujeres,2,3,Sí,Sí,Más de una vez,No,,Estilo de dirección inadecuado,Cultura organizacional tóxica,,Exceso de trabajo y/o responsabilidad,,,,Falta de recursos y/o apoyo,,,,,,Atención psicológica,,,Deporte,Meditación,,Me es indiferente,completed,2022-11-12 18:59:36,2022-11-12 19:03:07,0830931797,
6c19sytecpipkka6c1r0vtrjf4amysew,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,administrador de sistemas,La distribución de género está balanceada,3,4,No,No,Nunca,No,No aplica,,,,,,,,,,,,,,,,,,,quehaceres de casa,No,completed,2022-11-11 09:47:24,2022-11-11 09:49:48,b8f393c64e,
18mtfkyhtx6ylkk18mtftrvchdwwp8o5,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,En búsqueda activa de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2022-11-10 15:40:27,2022-11-10 15:40:42,a200ade865,
foblzi3prn620kb2f9foblziivvqhtwy,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,En búsqueda activa de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2022-11-10 15:39:50,2022-11-10 15:40:10,a200ade865,
lwsutk00e1mrl9pjdslwsumim5ogfnw2,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad alta,Director de Producto,La distribución de género está balanceada,4,3,Sí,No,Nunca,No,,,,,Exceso de trabajo y/o responsabilidad,Carga emocional excesiva (tratando con personas),,,Falta de recursos y/o apoyo,,,,,,,,Apoyo social,Deporte,,,Sí,completed,2022-11-03 17:30:27,2022-11-03 17:32:22,bbd48a4ae7,
ngdgavaernouoydfc7angdga7ma71m8v,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Medicina-Salud,Responsabilidad baja,Ingeniero informático,Mayoría mujeres,4,4,Sí,No,Nunca,Sí,,,,,Exceso de trabajo y/o responsabilidad,,,,Falta de recursos y/o apoyo,Falta de coordinación y comunicación en la organización,"Falta de refuerzo positivo, recompensa o desarrollo profesional",,,,,,Apoyo social,,,,Sí,completed,2022-11-02 09:47:59,2022-11-02 09:53:16,c72cf34f93,
8vdygjo4ixupq8c79vujgj98vdygjo4i,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Otro sector,Responsabilidad alta,Director,Mayoría mujeres,5,4,Sí,No,Nunca,No,,Estilo de dirección inadecuado,Cultura organizacional tóxica,,,Carga emocional excesiva (tratando con personas),,,Falta de recursos y/o apoyo,,,,,,Atención psicológica,,Apoyo social,Deporte,,,Sí,completed,2022-11-01 21:35:59,2022-11-01 21:38:35,66e7f68b50,
pkr9qhf6cbl370bnokpk3xyxpuf2xhy8,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Desarrolladora de Software,Mayoría hombres,4,4,Sí,No,Nunca,No lo sé,No aplica,,,,,,,,,,,,,Ninguno,,,,,,,Prefiero no contestar,completed,2022-10-27 19:23:01,2022-10-27 19:29:06,f85e076507,
5q2z2hamqfdo7l4rs55q2z2hazor1qqg,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 41 y 50 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Otro sector,Responsabilidad media,Responsabla de informática,Mayoría mujeres,4,4,No,No,Nunca,No,No aplica,,,,,,,,,,,,,,,,,,,Familia y Amigos,Sí,completed,2022-10-27 07:57:46,2022-10-27 08:01:02,9bdaed23fb,
o65lqqcpjmlhue17jo65lqsjh41ig0z9,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Tecnologías de la información y las comunicaciones,Responsabilidad media,Dirección de proyectos digitales,La distribución de género está balanceada,3,4,Sí,Sí,Nunca,Sí,,,,,Exceso de trabajo y/o responsabilidad,Carga emocional excesiva (tratando con personas),,,,Falta de coordinación y comunicación en la organización,,,,Ninguno,,,,,,,Sí,completed,2022-10-27 06:06:25,2022-10-27 06:09:11,90b50cbf24,
25m9wrgvezen1c25mydvlc3wxian5t5w,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Otro sector,Responsabilidad media,Engagement manager,La distribución de género está balanceada,4,5,Sí,Sí,Nunca,Sí,,,Cultura organizacional tóxica,,,,,,,,,,,,Atención psicológica,,,,,,Sí,completed,2022-10-26 22:38:55,2022-10-26 22:41:12,9fe332e328,
ozaojtmqeexykohwfsqkvleqozaojtmp,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Masculino,Trabajo por cuenta ajena a tiempo completo,,Educación,Responsabilidad media,Estudiante de doctorado,La distribución de género está balanceada,3,2,Sí,No,Nunca,Sí,,,,,Exceso de trabajo y/o responsabilidad,,,,,Falta de coordinación y comunicación en la organización,,Relaciones personales difíciles y/o conflictivas,,,,,Apoyo social,Deporte,,,No,completed,2022-10-26 12:23:53,2022-10-26 12:25:49,3064acf5ab,
jzdden40bosp9sfjtgs9vk2yd5wloaep,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 31 y 40 años,Femenino,Trabajo por cuenta ajena a tiempo completo,,Educación,Responsabilidad media,Profesora,Mayoría mujeres,3,4,Sí,No,Nunca,No lo sé,,,,,Exceso de trabajo y/o responsabilidad,Carga emocional excesiva (tratando con personas),,,Falta de recursos y/o apoyo,,,,,,,,Apoyo social,Deporte,,Oración y acompañamiento espiritual,Sí,completed,2022-10-25 17:07:37,2022-10-25 17:12:39,bafd2f34f6,
wiubmc9ib2qbg3qj858wiubmczpp04tj,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Femenino,Trabajo por cuenta ajena a tiempo parcial,,Función publica y Gobierno,Responsabilidad media,Asistente consultoria,La distribución de género está balanceada,3,4,Sí,Sí,Nunca,No lo sé,,Estilo de dirección inadecuado,,,Exceso de trabajo y/o responsabilidad,Carga emocional excesiva (tratando con personas),,Inestabilidad laboral,,Falta de coordinación y comunicación en la organización,"Falta de refuerzo positivo, recompensa o desarrollo profesional",Relaciones personales difíciles y/o conflictivas,Poca autonomía y flexibilidad,Ninguno,,,,,,,Sí,completed,2022-10-25 14:46:39,2022-10-25 14:49:13,8ed73b4542,
v2ozihtx0ui77t6v2ozihzgw71v1g61e,DOY MI CONSENTIMIENTO para participar en este estudio,Entre 21 y 30 años,Femenino,En búsqueda activa de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2022-10-25 14:45:46,2022-10-25 14:46:15,8ed73b4542,
